奸	gaan1
斸	zuk1
鼇	ngou4
攭	lai5
壜	taam4
𠯈	daai6
㩆	zau3
宒	zeon1
㲁	hung1
䄯	gin2
挪	no4
桕	kau5
㐞	kei4
躷	ai2
㴪	jit6
䠏	gwai6
稏	aa3
䑇	zat1
㲎	leoi4
蕌	leoi5
閦	cuk1
𧬺	dai3
䕽	zuk6
霦	ban1
𥅈	laap3
𥞛	do6
饍	sin6
遪	caap3
荕	gan1
叙	zeoi6
摍	suk1
蔤	mat6
矰	zang1
𠳖	dap6
坃	hyun1
𤞏	si1
吘	ngau5
〇	ling4
㜼	zat6
廐	gau3
疶	sit3
譚	taam4
漾	joeng6
𡟇	fui3
犯	faan6
䫱	jyu4
䕡	leoi4
櫅	zai1
蒵	hai4
羧	so1
纉	zyun2
鞐	lung6
姢	gyun1
翂	fan1
蜉	fau4
㘻	jan1
藭	kung4
苰	wang4
礶	gun3
㣹	jing3
翭	hau4
䧸	gu1
㳭	jin4
舞	mou5
蛂	bit6
雯	man4
笀	mong4
䣕	maa5
灁	jyun1
絈	mak6
𦀩	dyun6
弢	tou1
埾	zeoi6
畘	naam4
䀫	gaap3
棥	faan4
畝	mau5
㨒	fui1
䐇	man5
㢈	teoi4
䬮	ji4
絼	zi6
鮒	fu6
欨	heoi2
䡦	song2
鯮	zung1
瞽	gu2
㾀	hip3
𨚫	koek3
泦	guk1
傁	sau2
欛	baa3
𤤴	gok3
繨	daat6
𦸅	kau3
蟙	zik1
鸖	hok6
𤫩	ling4
𣞢	ze3
儎	zoi3
波	bo1
蠵	kwai4
藘	leoi4
䴽	pei4
翩	pin1
䧼	huk6
爚	joek6
錧	gun2
䞱	huk6
浤	wang4
鋠	san6
䀾	dou2
哹	fau4
𧧝	ngaa6
釩	faan4
違	wai4
㿷	co4
𨥾	ping4
詼	fui1
薑	goeng1
㐑	dung1
齫	kwan2
孡	toi1
宔	zyu2
蹤	zung1
𥪕	cin1
騒	sou1
䓊	ng4
暶	syun4
䘐	nuk6
㪺	keoi1
剘	kei4
䡱	zyun2
䀣	bei3
袋	doi6
瓑	lik6
躌	mou5
寴	can1
䛧	mai4
䟽	so1
𡃉	gaa3
㼼	piu4
㗸	haam4
檁	lam5
玗	jyu1
㔐	cim1
暜	pou2
腄	ceoi4
濷	fai3
𨪁	jiu3
檽	nau6
䣘	tong4
箞	hyun1
憸	cim1
疪	bei3
鋵	tuk1
䞾	ci4
㥜	wai6
㞃	kek6
璤	wai6
㺆	ban6
蜸	hin2
跲	gaap3
㵊	naap6
蝊	ding6
䵾	fu4
䰎	kwai3
讚	zaan3
堯	jiu4
扖	jap6
妐	zung1
䝁	lou4
䴢	mei4
昕	jan1
噃	bo3
䣤	fok3
鯷	tai4
䪝	waak6
補	bou2
赦	se3
浲	fung4
䆐	gwok3
峖	on1
䂺	wo2
饟	hoeng2
𨫆	ting4
俥	ce1
𢵧	gaan3
蛃	bing2
䬋	ling4
胈	bat6
呂	leoi5
嫂	sou2
㸎	nip6
融	jung4
㘦	kan4
蠉	hyun1
䀌	sik1
㗺	saap3
愄	wui4
𠹸	kam2
鷶	maai5
螰	luk6
脇	hip3
㝟	mou6
㿕	jim4
飺	ci1
譊	naau4
蛡	jik6
䨮	syut3
䡽	zyun1
蘸	zaam3
澘	saan1
䡑	man4
㢌	aa3
堜	lin6
売	maai6
㭓	bin6
匈	hung1
轄	hat6
咢	ngok6
憨	ham1
蟱	mou4
𦄂	daai3
㵬	jing4
竲	cang4
糺	gau2
㳫	zaam2
坈	haang1
擢	zok6
緽	cing1
諔	cuk1
䴾	co4
酸	syun1
恭	gung1
棋	kei4
𡋣	kwai4
賥	seoi6
癭	jing2
珳	man4
臕	biu1
萋	cai1
烻	jin3
㝀	hou2
䣢	zik6
䂮	loek6
洆	sing4
㰃	min4
琜	loi4
㽻	zi1
颵	saau1
㡬	gei2
緇	zi1
燧	seoi6
櫄	ceon1
𨬌	kwan1
醼	jin3
摕	dai3
悦	jyut6
䔞	leot6
含	ham4
蝫	zyu1
綵	coi2
儦	biu1
緞	dyun6
𨰫	jim4
慜	man5
言	jin4
猟	lip6
雂	kam4
胍	gwaa1
䏔	nau5
䤻	do6
䱗	caan1
侵	cam1
摂	sip3
龍	lung4
䇦	joeng2
瑮	leot6
仼	wong4
㬃	toi4
睯	fan1
蕉	ziu1
瑌	jyun5
瑼	zyun1
䧯	caam4
粌	jan5
䟷	cai3
搧	sin3
矂	cou3
䔟	ji4
魳	zaap3
翤	ci3
麄	cou1
曦	hei1
襧	zi2
鰜	gim1
觻	luk6
㸨	kau1
䣶	wut6
𠈔	lap6
炑	muk6
婽	gaa2
𤉶	ngaau4
権	kyun4
䖹	mei5
𫵱	cat6
濓	lim4
雵	joeng1
䂻	zaang6
𧵦	fong3
斒	baan1
㲕	laai6
彘	zi6
𩤅	geoi1
䊘	zau3
㤟	hung2
讛	ngai6
袱	fuk6
䉡	taan4
㸳	ling4
豝	baa1
𥺁	zong1
饕	tou1
賯	hing1
嚚	ngan4
醽	ling4
炴	joeng2
膷	hoeng1
𨰹	gaam3
墒	soeng1
嫎	pong4
腚	ding6
𦹅	jyun2
㓢	lok6
𦖿	dap1
魒	piu1
伮	nou5
螓	ceon4
蔫	jin1
阧	dau2
悽	cai1
䫲	ham3
𠰌	mut1
殹	ai3
抴	jai6
耞	gaa1
縊	ai3
䯎	gon3
鼧	to4
㷂	seoi5
𡞾	nyun6
洔	zi2
𨯗	jing4
䈦	zung1
穴	jyut6
珀	paak3
茌	ci4
鯻	laat6
稨	bin2
㸸	hau6
銙	kwaa1
祧	tiu1
隒	jim2
𡚒	fan5
簀	zaak3
爬	paa4
柝	tok3
槤	lin4
抃	bin6
顩	jim5
燪	zung2
嫧	zaak3
㚔	nip6
裋	syu6
㼀	daat6
擓	kwaai5
䉊	faan6
𤑛	fan1
俷	fai3
紏	tau2
肬	jau4
㵈	gu1
九	gau2
踷	zaa2
𩗴	bung6
凋	diu1
劺	mau4
唋	tou1
㯭	lou5
撡	cou1
煃	kwai2
㒛	tiu5
纘	zyun2
藗	cuk1
䓉	je4
勿	mat6
硑	ping1
糽	zang1
瓋	tik1
獔	hou4
懀	wai3
颫	fu4
咫	zi2
稀	hei1
苳	dung1
旣	gei3
鐒	lou4
匃	koi3
㭠	sin2
輤	sin3
鴯	ji4
梉	zong1
釸	zik6
萣	ding6
草	cou2
𡘙	taai3
䢉	nung4
囌	sou1
菋	mei6
甕	ung3
茼	tung4
㩹	dip6
吊	diu3
詆	dai2
抭	jiu5
汒	mong4
䮇	wat6
㨼	loek6
㸗	tung4
甊	lau5
猉	kei4
剟	zyut3
嵶	joek6
𣽁	zung1
䁛	gwai3
詴	wui4
萲	hyun1
麆	cyu4
䉸	bin6
廎	king2
㡻	liu6
厸	leon4
嫬	ze1
嘭	paang4
羈	gei1
玭	pan4
𥽋	cim1
薦	zin3
暉	fai1
𥤚	cau1
蟹	haai5
𨹦	ngoi4
猚	ngaai4
綞	do2
痐	wui4
徹	cit3
褠	kau1
艦	laam6
筑	zuk1
𤩊	jiu4
盿	man4
欪	ceot1
㵭	zyu2
柧	gu1
嬳	wok6
𦅚	jau4
㬅	maan6
庄	zong1
㐂	cat1
坼	caak3
㷡	gwing2
旻	man4
膖	pong1
箙	fuk6
㳗	caai3
犗	gaai3
梱	kwan2
踲	dan6
㶯	lau6
顮	ban1
緤	sit3
粧	zong1
滷	lou5
詈	lei6
䊀	wu4
典	din2
尵	teoi4
駧	dung6
䯷	sung1
槑	mui4
䙺	lim4
鵳	gin1
䢡	jip6
吢	cam3
德	dak1
髽	zaa1
䮉	leoi6
稛	kwan2
㭿	ngong4
勣	zik1
㖒	tai4
喒	zaa1
㨍	bong1
㿤	ceon2
㙴	cim3
罳	si1
攑	hin1
樟	zoeng1
䁼	mak6
彶	gap1
䔌	gou1
趗	cuk1
蚳	ci4
姳	ming5
珍	zan1
筗	zung6
檟	gaa2
𤣩	juk6
蘢	lung4
侎	mei5
𡇙	doe4
𡒶	joeng5
㢇	jin4
緗	soeng1
𪂹	ceon1
鄥	hiu1
㯏	guk1
䒣	jim5
棉	min4
㬴	hung2
蕅	ngau5
𣟗	ji4
瘳	cau1
観	gun1
篱	lei4
㼉	zam6
䡈	gok3
㧸	paang1
皔	hon5
鏨	zaam6
諲	jan1
紲	sit3
䍆	zyu2
架	gaa3
艂	fung4
蝮	fuk1
鵻	zeoi1
裦	bou1
䌍	gan2
䬁	ji4
穡	sik1
廱	jung1
像	zoeng6
旒	lau4
濘	ning6
䇪	ci1
秀	sau3
䈀	saan1
䞑	hung4
袊	ling5
胢	kaa3
硧	jung5
奡	ngou6
獜	leon4
䆽	keoi4
函	haam4
韾	jam1
𤓓	lo3
璫	dong1
朆	fan1
埕	cing4
軃	do2
䰌	zung2
鰉	wong4
䤣	lyut3
䋠	bou2
牒	dip6
峫	je4
嗜	si3
恓	sai1
婣	jan1
暞	giu2
但	daan6
㑯	seoi2
㑪	caai4
途	tou4
媝	cau1
𣿫	dip6
䖙	tai1
頛	leoi5
䮭	mik6
𣿀	pou2
㕐	se2
揀	gaan2
籯	jing4
𩂰	dou3
貦	wun6
瘬	zoeng3
𥥆	miu5
貞	zing1
批	pai1
荰	dou6
儯	tang4
藕	ngau5
䕮	guk1
疓	naai5
䏜	hap1
㥍	gei6
瘴	zoeng3
䓙	kwaa1
𩄐	gong3
楱	cau3
㘴	zo6
𠯢	saa1
䗇	guk6
婬	jam4
烆	hang4
銢	pik1
媀	jyu6
欔	fok3
隺	hok6
㦒	lai2
䲆	jyu4
諉	wai2
䃇	min4
唒	cau4
聈	jau2
䫔	kai3
瓐	lou4
襰	laai6
蔎	cit3
㘳	jau1
灩	jim6
訒	jan6
𩥈	wan1
䰨	mei6
㩫	zat1
蜵	jyun1
㜗	caam1
𪚩	gwi1
䰪	mei6
廮	jing2
坖	gei6
陀	to4
彚	wai6
㼾	luk6
䋒	syu1
䡎	lou4
髵	ji4
嫄	jyun4
斻	hong4
蚲	ping4
䉨	ngai6
庹	tok3
勭	tung4
䄘	paang4
蓺	ngai6
宴	jin3
渕	jyun1
䑡	caa1
珚	jin1
垚	jiu4
恀	ci2
熩	wu6
枖	jiu1
磵	gaan3
䰣	mong5
儕	caai4
雙	soeng1
犕	bei6
鷹	jing1
䠿	waai6
鮎	nim4
薂	hat6
倄	haau4
驪	lei4
躀	gwaan3
輲	syun4
狇	muk6
炪	dyut3
𡀲	goi1
卿	hing1
唃	guk1
魬	baan2
慰	wai3
帺	kei4
䬃	saap3
稾	gou2
熴	kwan1
匑	gung1
㸌	fok3
㰵	zeot1
砆	fu1
焝	fan3
䨼	wu6
𠯦	cai3
鍷	kwai1
婫	gwan1
㵽	leoi5
䗤	jung4
䥼	mat6
瓸	baak3
剈	jyun1
坽	ling4
旂	kei4
鬰	wat1
齡	ling4
袐	bat1
婄	pau3
䀼	can1
陸	luk6
暻	ging2
䘁	zit3
𣓌	gou1
鱟	hau6
㺭	zi2
潊	zeoi6
𠸝	saap3
抅	keoi1
徳	dak1
㹩	hing5
鼓	gu2
彖	teon3
楈	seoi1
㴙	zaap3
䒙	cong4
垷	jin6
㷄	fui2
㟦	wan6
䨈	ban1
蕒	maai5
𨒂	jin4
澱	din6
紒	gai3
搸	zeon1
瘹	diu3
㔳	gwai2
玬	taan2
㬼	fuk6
晤	ng6
摋	saat3
鮟	on1
𠠝	lek6
始	ci2
抉	kyut3
㻙	juk6
䃜	ji1
柈	bun6
埞	deng6
𡑒	gam2
諷	fung3
伖	tong2
軟	jyun5
溗	sing4
㒑	fui2
狉	pei1
㢗	hiu3
匽	jin2
枦	lou4
筃	jan1
㳎	bin6
鍴	dyun1
慣	gwaan3
陪	pui4
翯	hok6
㤩	kok3
鉂	si2
鰘	sat1
訔	ngan4
嬭	naai5
黐	ci1
牗	jau5
婋	haau1
𤹐	lit3
蚑	kei4
寮	liu4
懯	fu1
煈	fung3
䱾	lau4
勈	jung5
㓄	zam3
夜	je6
鉁	zan1
鑇	zai1
莈	mut6
包	baau1
昧	mui6
雎	zeoi1
粊	bei3
圼	nit6
爻	ngaau4
䞧	hau6
袪	keoi1
蠰	joeng6
䫏	hei1
𡾞	hei1
䑗	tong4
喰	caan1
墧	kok3
夅	gong3
宭	kwan4
薃	hou6
痼	gu3
蠗	zok6
潫	waan1
政	zing3
閵	leon6
䙀	bang1
盶	jyun5
釃	si1
㻈	hau6
豗	fui1
淃	gyun6
㹆	fai1
洉	hau6
遾	sai6
肪	fong1
媎	ze2
璔	zang1
㪛	zam2
椐	geoi1
䆀	mui5
庵	am1
值	zik6
嗣	zi6
瓳	wu4
龏	gung1
勉	min5
煤	mui4
鑁	zung1
襃	bou1
眎	si6
鄻	lin5
萫	hoeng3
訿	zi2
㞔	ji4
㢠	gwing2
釂	ziu3
轍	cit3
皬	hok6
㰐	to5
礈	zeoi6
楟	ting4
懓	oi3
㿥	hok6
㕲	muk1
迻	ji4
労	lou4
㩃	gin2
䱸	sau1
𠄘	sing4
佨	baau1
䅒	mong4
惰	do6
熥	tung1
䊈	mui4
㲙	sau1
㲔	sin1
㖖	ngot6
鉀	gaap3
䊄	kung4
㾝	ce3
䲘	gun2
䲀	zi3
存	cyun4
楸	cau1
鳳	fung6
圶	haap3
縵	maan6
閃	sim2
㛫	sik1
𦨴	tung4
晨	san4
笩	fat6
㹥	zyu3
糟	zou1
翅	ci3
䝰	zi6
㼡	syu4
䢬	cin1
溰	ji4
瀱	gai3
㹝	si6
儸	lo4
瘵	zaai3
㕉	hap6
課	fo3
䟶	co3
鋜	zuk6
㤹	kau4
𣇷	fong1
顚	din1
竤	wang4
犂	lai4
尮	do3
䇿	cuk1
懚	jan3
貔	pei4
㫕	gwong1
険	him2
綀	so1
焃	haak1
隦	pei4
僶	man5
䚊	gyun1
剅	lau4
瓓	laan6
灖	mei5
賆	pin4
䊵	kau4
齸	jat6
㼥	tau2
撀	gau3
䨛	saak3
㹽	caan2
悜	cing2
𠰻	ngoi6
㘪	hou3
鼹	jin2
䶏	ji4
馨	hing1
㱞	ngap6
孒	kyut3
鵪	am1
𤏲	zoek6
瞹	oi3
𤥿	jik6
㒯	jip6
𡠠	tong4
㔆	caam5
䓇	jik1
鬷	zung1
韺	jing1
㥄	ling4
䱆	jing6
殻	hok3
匯	wui6
䠋	pe5
鰱	lin4
澴	waan4
䴆	buk6
䬢	tou1
㱫	laan6
𤝽	leot6
渨	wui1
䝜	syun1
𪄣	huk6
鸏	mung4
蟐	kei4
眂	si6
𣆂	jyun6
𨬢	sin6
瓮	ung3
㻹	hyun1
蝪	tong1
蟽	daat6
䂔	jing6
鄮	mau6
㷀	king4
䭕	zaam2
碢	to4
䈤	kim4
赻	sin2
𣏦	muk6
㓕	mit6
𤪻	syun4
硹	sung1
礗	ban1
硜	hang1
蹽	liu4
㥃	mun6
䫐	lam4
𧫴	gan2
涎	jin4
㥼	jan3
㱸	pik1
爯	cing1
孀	soeng1
䮿	gin2
靛	din6
氟	fat1
對	deoi3
𡟛	bing2
煙	jin1
䏍	jyun1
瘎	sam4
秧	joeng1
𦡮	pou2
欇	sip3
眗	geoi1
鮿	zip3
隈	wui1
𥰆	dai3
攷	haau2
覈	hat6
㫗	hau5
亣	daai6
超	ciu1
䲬	kei4
䥜	gaan2
埖	faa1
䲮	jyun4
趕	gon2
囷	kwan1
頸	geng2
䍵	zang1
䳂	diu1
勇	jung5
籦	zung1
篔	wan4
転	zyun2
稥	hoeng1
肶	bei2
崉	daap6
槲	huk6
伓	pei1
嬬	jyu4
檓	wai2
箯	bin1
鯲	jyu1
皨	sing1
䋝	jing1
𥱊	zik6
㖰	tung4
郛	fu1
髪	faat3
仍	jing4
嵵	zi6
𨫡	gin6
党	dong2
齆	ung3
己	gei2
㾲	ngou4
溷	wan6
𡷑	ci3
湆	jap1
㗂	saang2
㮉	hap6
膅	tong4
蛐	kuk1
鯕	kei4
烣	fui1
𣸱	jyun2
穓	jik6
𣾀	wui6
蟔	mat6
𤎩	seoi6
岵	wu6
岬	gaap3
懏	zeon3
砃	daan1
㸀	toi4
壬	jam4
㚫	saap3
紼	fat1
𡺉	lei4
槻	kwai1
䲷	niu5
苊	ak1
盉	wo4
䀓	wun6
䟚	gei1
𣝦	ceoi3
薝	zim1
潁	wing6
柔	jau4
㫤	cong2
𨪂	seoi6
傡	bing6
庒	zong1
䬇	jyun6
䔱	jap1
亄	ji3
㻚	pang4
艷	jim6
鵤	gok3
遟	ci4
憉	paang4
瞵	leon4
蘛	juk6
䩺	jung1
鼾	hon4
敔	jyu5
瑦	wu2
䦕	ping1
𩠐	sau2
䔲	dang1
怍	zok6
孝	haau3
𡁻	ziu6
掮	kin4
誣	mou4
䗠	syun4
䨭	siu1
秸	gaai1
趆	dai1
嬶	bei6
䊮	dik6
夊	seoi1
㢭	tou1
櫘	seoi6
䲿	ci4
颴	syun4
歝	jik6
䋇	jik6
㠥	leot6
腪	wan6
瑏	cyun1
婂	min4
窆	bin2
閐	sam3
馾	daam3
𩦢	jyu4
䣙	pui4
哤	mong4
𥰁	zing1
䱻	waat6
偎	wui1
䳑	jau5
鴆	zam6
皉	ci2
睝	lei4
鉬	muk6
㚌	fo2
鸍	si1
㲨	jung4
婚	fan1
䫯	ji1
憢	hiu1
恐	hung2
䔧	lei4
䶕	baa6
飴	ji4
劫	gip3
汅	min5
䐠	fong1
䳞	bung2
䤩	zaak6
蘰	maan6
䏧	naa6
㭊	sik1
衺	ce4
𤨩	sau1
朖	long5
𩨨	zi6
驘	lo4
銕	tit3
皟	caak3
煊	hyun1
㾻	zyu6
桊	gyun3
既	gei3
䒤	jat6
䘡	bei6
嗻	ze1
粓	gam1
咚	dung1
嗴	goeng1
鶄	zing1
袻	ji4
妑	paa1
凢	faan4
䐺	taam3
竟	ging2
薫	fan1
懱	mit6
偺	zaa1
匇	cung1
躨	kwai4
肻	hang2
𩓚	kwai4
阼	zou6
㺖	haam2
特	dak6
愱	zat6
㯼	goi3
娂	hung4
淗	guk1
㮏	noi6
䩂	haam1
䍑	hon2
尾	mei5
魥	ngap6
䃦	deon1
㷸	jip6
谼	hung4
𠭯	zaa1
䮹	wai3
㙲	jung1
閉	bai3
䝂	syu6
斥	cik1
䇞	gam1
䆾	laam4
毇	wai2
脪	jan3
𡎴	gung3
䃑	baan1
𣪊	hok3
涒	tan1
䩒	jyu4
𦜖	ngaa6
䭾	to4
憁	zung2
鈽	bou1
䯆	jik6
趻	cam2
婖	tim1
褭	niu5
㛵	cing1
㒨	sin1
塜	bung6
醂	lam5
㿱	zyut6
䈜	cam3
㐠	jyu5
隐	jan2
渪	jyu4
鍽	bin1
𤩱	din6
䅜	do6
㩟	zaai6
褻	sit3
䟬	jau3
絰	dit6
𠺝	gaak3
欼	zyut3
惇	deon1
遦	gwaan3
朎	ling4
櫗	mit6
璽	saai2
千	cin1
㛮	sou2
飦	zin1
飣	ding3
唣	zou6
䂲	faat3
𨦼	jin4
䦯	zi3
䤤	hoi1
𪂿	tai4
㾯	fui1
㟟	hong6
㺪	pok3
耰	jau1
壓	aat3
飽	baau2
脩	sau1
㕷	waak1
稃	fu1
烰	fau4
𤪖	fai1
𡤒	geoi2
橰	gou1
蒖	zan1
錜	nip6
霙	jing1
嫜	zoeng1
鬯	coeng3
䝀	lau4
纂	zyun2
鵡	mou5
埥	zang1
卞	bin6
𤢕	dou3
𤣲	seon3
饛	mung4
龖	daap6
擄	lou5
流	lau4
圐	ku1
㘃	je5
黎	lai4
䲄	man5
脃	ceoi3
䀆	zeon6
歌	go1
䤠	zi2
㖝	mei6
珬	seot1
溂	laat6
全	cyun4
艣	lou5
𣀳	nip6
弉	zong6
麾	fai1
昀	wan4
㸢	bei6
薬	joek6
櫇	po4
䦬	kyut3
䕐	fuk1
𥋟	hei1
𤧸	hei2
锍	lau5
攰	gui6
豼	pei4
梟	hiu1
㰻	ji2
㣦	wai1
璘	leon4
佭	gong3
誇	kwaa1
㪾	lok6
龮	jik6
魦	saa1
釶	jaa5
㠊	heoi1
鵇	nin4
鶹	lau4
宱	zaa6
㧻	duk1
䄊	zi3
鼴	jin2
恔	haau6
㿒	dou2
𡜐	syu3
襊	ceoi3
𢦀	zong3
䪢	zai1
連	lin4
䞗	caai1
擭	wok6
膰	faan4
䵮	joeng4
訷	san1
臼	kau5
㣫	zung2
悕	hei1
聇	zing1
㔽	jau5
䂃	ziu3
戽	fu3
謙	him1
䍰	jin1
䴫	ling4
堔	sam1
魁	fui1
䖄	jin4
綻	zaan6
䶟	haam6
娘	noeng4
鱬	jyu4
肑	bok3
猦	fung1
鞧	cau1
徣	ze3
譟	cou3
㑤	maau4
堺	gaai3
䰊	bok3
𦋐	coek3
㔷	lau6
䦚	fut3
褙	bui3
璲	seoi6
㲇	dung1
嶍	zaap6
䂧	can2
匫	fat1
秕	bei2
笸	po2
縃	seoi1
䉒	faan1
崊	lam4
㙋	gei1
䍶	dung1
䇓	seoi1
啛	ceoi3
繎	jin4
𤩹	bik1
坸	gau3
浫	hon2
㺠	jau6
㽖	naam4
鷫	suk1
欳	faai3
貽	ji4
姷	jau6
䤰	jing4
躈	kiu3
弱	joek6
䩕	ngong4
㩴	guk1
𣘀	sau1
鄰	leon4
㯣	fan1
𣎴	dan2
礙	ngoi6
敱	ngoi4
艨	mung4
臚	lou4
琻	cyun4
坆	mui4
感	gam2
騡	cyun1
螗	tong4
雡	lau6
㤥	hoi6
疱	paau3
㺘	zaam3
屆	gaai3
㑑	zat6
錼	noi6
絑	zyu1
瞊	dong6
暘	joeng4
嬽	jyun1
䑧	fu1
嬝	niu5
䬷	se2
𨸬	zan6
豾	pei1
枅	gai1
吇	zi2
䒾	ji1
祏	sek6
豐	fung1
眚	saang2
䨍	jing2
姚	jiu4
軜	naap6
㴆	zam3
懸	jyun4
鼑	ding2
𡄯	jik1
䄧	jing4
鼩	keoi4
俈	guk1
繛	coek3
咗	zo2
𤪱	sau1
媫	zit3
㭡	sai3
𪊺	leon4
拑	kim4
𡠩	gin1
㻺	lik6
詅	ling4
圡	tou2
簑	so1
釬	hon6
佩	pui3
惐	wik6
㹋	sau1
㰾	giu3
棸	zau1
㠰	gaa1
錇	pui4
羦	wun4
㱑	seoi3
嘜	mak1
𢖍	hang4
磐	pun4
𦳑	mau5
䅎	jau5
噂	zyun2
㐻	noi6
䒆	cit3
蔮	kui3
舯	zung1
䐕	cap1
焵	gong3
𧪄	gei3
弳	ging3
櫣	lin4
緳	kit3
帇	nip6
𡛨	kaa1
㞑	mei5
猨	jyun4
䆢	jyut3
䖻	lau4
㼖	lai6
耘	wan4
爴	fok3
駟	si3
絉	seot6
僸	gam3
㷱	hung4
樁	zong1
䮤	hok6
㕱	jau4
𤨦	ji1
瀵	fan3
蛧	mong5
辸	jing4
膈	gaak3
𤅟	lou6
稁	gou2
𣊬	seon3
碝	jyun5
釛	baat3
嬵	min4
宵	siu1
珷	mou5
裖	zan3
莇	zo6
咃	to1
禴	joek6
奜	fei2
熑	lim4
丩	gau2
杣	min4
䦊	niu5
䮵	tung4
瑊	zam1
鐜	deoi6
髨	kwan1
黧	lai4
䙮	gyun6
𨫣	kau4
耫	zaa6
餈	ci4
䌗	fu2
恱	jyut6
鄟	zyun1
㡙	bai1
氣	hei3
㽆	dong1
㳵	gwai3
㗦	lou4
䁁	loeng6
㭇	jyun6
綁	bong2
潖	paa4
蟸	lai5
䗌	sing1
脒	mai5
簗	loeng4
㘯	coeng4
壨	leoi4
𢘫	zing1
倿	ning6
㢷	seoi3
輔	fu6
鯌	hou3
襡	suk6
𣌟	ling4
招	ziu1
摗	cuk1
廤	fu3
埐	zam1
䎾	gwan3
怯	hip3
虡	geoi6
褁	gwo2
滅	mit6
䶘	laap6
妽	san1
樖	po1
㬢	hei1
雼	dong6
烅	kwik1
憣	faan1
謈	bok6
䧗	bik1
𤦍	pui3
屐	kek6
椳	wui1
眒	san1
椇	geoi2
䛚	loek6
矑	lou4
娟	gyun1
𤉷	jin4
㑻	maat3
汨	mik6
㯤	gik1
嵻	hong1
㡩	lyun4
䟄	cik1
栛	lai6
砷	san1
㱡	sing1
敾	sin6
塭	wan1
䩁	fei1
𡶺	pui3
裁	coi4
𡚦	hai1
葓	hung4
兟	san1
陡	dau2
㩯	pun4
濜	zeon6
丵	zok6
趠	coek3
禆	pei4
鈐	kim4
㐧	dai6
痙	ging6
税	seoi3
鷅	leot6
謰	lin4
㶄	jim4
羑	jau5
癔	ji3
硲	juk6
叐	bat6
㠌	kai1
䤉	mat6
㠆	daan1
丕	pei1
飈	biu1
䟞	cyu4
綺	ji2
桜	jing1
觰	zaa1
䊷	zi1
𪣝	zou6
𠞭	lau4
羜	cyu5
緸	jan1
激	gik1
悀	jung5
䢾	san1
䩷	bong1
䠜	jung4
蛙	waa1
㞜	teoi1
𧈛	si1
䞕	jyu4
媒	mui4
㲀	zan1
䲹	pei4
抝	aau3
㕂	jam4
鋯	gou3
拽	jai6
涓	gyun1
窚	sing4
鍂	gam1
䚢	cit3
翃	wang4
奚	hai4
覸	gaan3
扥	deon6
巳	zi6
䜑	wu3
㗆	gaak3
鑭	laan4
䑉	jing4
逞	cing2
渷	jin5
淪	leon4
阜	fau6
㼧	tung4
脜	jau4
𠊠	fan1
傺	cai3
鈆	jyun4
㶤	caau2
漁	jyu4
幔	maan6
怙	wu6
態	taai3
鑶	cong4
㳐	zaat6
亗	seoi3
毣	muk6
𩓧	ji4
罆	gun3
霋	cai1
𦣞	ji4
氪	hak1
幱	laan4
燷	laam4
湗	fung6
㐍	zaau2
粴	lei5
晄	fong2
凑	cau3
𩺬	zeoi1
屣	saai2
梓	zi2
㹺	daat3
㰅	dik1
𪋟	zoeng1
𤎖	hong1
窀	zeon1
祛	keoi1
䟸	kwai4
𤪥	ning4
㓷	ji6
䖘	tou4
爮	paau4
鎉	taap3
晍	tung4
𥺼	aa3
玾	gaap3
嵆	kai1
㢕	jung1
孇	soeng1
姘	ping1
䪠	zai1
巎	naau4
㕀	wai3
猅	paai4
珫	cung1
唕	zou6
䚀	cam1
棑	paai4
珋	lau5
忄	syu6
栁	lau5
豓	jim6
捌	baat3
䭃	jam5
䗋	mau4
㑀	taai3
艤	ngai5
跥	do2
䀘	kwai4
䣏	gung1
䌪	jim5
㷼	jin3
碤	jing1
筞	caak3
䚯	tou2
鱹	gun3
壋	dong2
歴	lik6
迠	cip3
䥷	zaap6
蚍	pei4
䡚	maau6
羃	mik6
䑹	sau1
䣑	cin4
靌	bou2
惠	wai6
騤	kwai4
摹	mou4
㥚	jyu4
䐏	ceon2
䛨	seon3
偣	jim1
𡜺	hang6
萕	cai5
㰔	sip3
䠴	zan2
䚤	jyu4
炸	zaa3
唈	jap1
琴	kam4
蜫	gwan1
䄐	hyun3
戉	jyut6
撫	fu2
䉇	zaam1
鋱	tik1
䬔	jyu4
飇	biu1
𤎌	tong4
馿	lou4
㓆	leon4
㒽	hyun1
楠	naam4
㜊	zin2
櫒	saat3
䒔	baai3
㦋	zaa1
𢓌	liu1
𥳁	geoi6
䵫	fan1
硟	cin3
潻	syu2
珘	zau1
豕	ci2
早	zou2
䲨	hung4
䙳	biu1
灪	wat1
愢	soi1
躸	gei1
𤩐	si1
䳖	nip6
櫎	fong2
㨖	zi3
榁	sat1
䐙	gaak3
𦌵	leoi4
𨘋	jiu1
鰎	gin2
級	kap1
䌴	lo6
繢	kui2
嫍	tou1
檨	ce1
㥉	cai3
䩱	syu3
癤	zit3
䅧	jim1
䓝	maang6
瀐	zim1
彵	to5
窉	bing2
鄒	zau1
㔺	sai3
𠽒	neng2
陖	zeon3
蔾	lai4
丘	jau1
燹	sin2
䞸	fu3
珈	gaa1
亱	je6
螼	gan3
𦐇	taap3
婭	aa3
狏	to4
